mean_pdp,ground_truth_pdp
-1.8459560439810427,-2.240854522144642
-1.8371540262839166,-2.218699603393223
-1.8283516126234278,-2.196544684641804
-1.8195488237794948,-2.174389765890385
-1.8107466358663462,-2.152234847138966
-1.801943593805206,-2.130079928387547
-1.7937832830710185,-2.107925009636128
-1.7849791498028118,-2.085770090884709
-1.7761736145369114,-2.06361517213329
-1.7673665161577818,-2.0414602533818713
-1.7619628019374267,-2.019305334630452
-1.7531579461415518,-1.9971504158790332
-1.7441896522385374,-1.9749954971276145
-1.7358091929833428,-1.9528405783761955
-1.7267451609469542,-1.9306856596247763
-1.7182208812776416,-1.9085307408733574
-1.711912820955563,-1.8863758221219384
-1.7044940474196917,-1.8642209033705193
-1.6960838347055585,-1.8420659846191003
-1.6870499393586798,-1.8199110658676814
-1.677005664180213,-1.7977561471162626
-1.6587058734290394,-1.7756012283648437
-1.635131250673065,-1.7534463096134245
-1.599111784062377,-1.731291390862006
-1.5837726985332357,-1.7091364721105866
-1.5281695514332416,-1.6869815533591674
-1.4963985462556617,-1.6648266346077485
-1.448931290959596,-1.6426717158563298
-1.465287389239879,-1.6205167971049106
-1.4546010016467537,-1.5983618783534916
-1.4436318209883876,-1.5762069596020727
-1.418831434058034,-1.5540520408506537
-1.4098799854519433,-1.5318971220992348
-1.3987682426627606,-1.5097422033478156
-1.3846861050955135,-1.4875872845963969
-1.3748350105901639,-1.4654323658449777
-1.3569414578136094,-1.443277447093559
-1.3110269599354665,-1.4211225283421398
-1.271594789477358,-1.3989676095907209
-1.2559273835035423,-1.376812690839302
-1.243795582360812,-1.354657772087883
-1.2278723593922343,-1.3325028533364638
-1.2071745105107077,-1.310347934585045
-1.122655035715288,-1.288193015833626
-1.106169501887489,-1.2660380970822072
-1.0959395691208622,-1.243883178330788
-1.0874854708354138,-1.221728259579369
-1.068257759379604,-1.19957334082795
-1.0505566971103937,-1.177418422076531
-1.0183754749607437,-1.1552635033251124
-1.0183742740633934,-1.1331085845736932
-0.9471940345466114,-1.1109536658222743
-0.9307320316143667,-1.0887987470708553
-0.9102150850157191,-1.0666438283194364
-0.8911409492450396,-1.0444889095680172
-0.8765836728539241,-1.0223339908165985
-0.8661636266451037,-1.0001790720651793
-0.8584601030201847,-0.9780241533137605
-0.8470507950263885,-0.9558692345623414
-0.812963377796516,-0.9337143158109223
-0.7823429828083434,-0.9115593970595035
-0.7348006320032042,-0.8894044783080844
-0.6963143787380545,-0.8672495595566656
-0.6884776166724078,-0.8450946408052463
-0.6789704441391231,-0.8229397220538276
-0.6688661417977952,-0.8007848033024089
-0.6570964929909778,-0.7786298845509896
-0.6441413683176497,-0.7564749657995706
-0.6296397705170349,-0.7343200470481517
-0.6173570853149555,-0.7121651282967326
-0.6091462243866286,-0.6900102095453138
-0.6038311676258948,-0.6678552907938946
-0.5913849240812797,-0.645700372042476
-0.574588795760749,-0.6235454532910567
-0.5527381340764373,-0.601390534539638
-0.5159972369753949,-0.5792356157882188
-0.46798473803022855,-0.5570806970368
-0.44813181995800583,-0.534925778285381
-0.43595260786739287,-0.512770859533962
-0.4242927445283818,-0.49061594078254295
-0.4145046561715782,-0.46846102203112394
-0.3981080517051079,-0.4463061032797051
-0.3836570163256461,-0.42415118452828593
-0.3754300882276369,-0.4019962657768672
-0.36135195419826777,-0.37984134702544836
-0.3488821088601467,-0.35768642827402913
-0.335621409110772,-0.33553150952261024
-0.32675938839498986,-0.3133765907711912
-0.31741256830810427,-0.2912216720197723
-0.3083326971049531,-0.2690667532683531
-0.29766267859553625,-0.2469118345169342
-0.21122306791685888,-0.22475691576551549
-0.19951603441975493,-0.20260199701409617
-0.18988960194574328,-0.18044707826267745
-0.1802629175711618,-0.1582921595112583
-0.1672193940747786,-0.1361372407598396
-0.15819663450161628,-0.11398232200842048
-0.1492380761845573,-0.09182740325700152
-0.06466256634994552,-0.06967248450558254
-0.05561983454008047,-0.047517565754163486
