mean_pdp,ground_truth_pdp
-3.703614013946082,-1.76404326972402
-3.7002131844058366,-1.9969910464096097
-3.696756934651734,-2.2194798835244622
-3.717656321998154,-2.431509781068579
-3.714948251127843,-2.6330807390419597
-3.716262940848367,-2.824192757444605
-3.712605804606643,-3.0048458362765142
-3.704771759628906,-3.175039975537685
-3.71396245172553,-3.334775175228122
-3.823650304273066,-3.484051435347824
-3.843371272931018,-3.622868755896789
-3.89212355515954,-3.751227136875019
-3.886839298018694,-3.8691265782825126
-3.888497869822686,-3.9765670801192705
-3.8481947426089307,-4.073548642385292
-3.8333356495974127,-4.160071265080577
-3.9319902474503725,-4.236134948205127
-4.056739088394298,-4.301739691758941
-4.102713488037968,-4.35688549574202
-4.123708890051394,-4.401572360154362
-4.192773086800919,-4.435800284995968
-4.225500510477247,-4.459569270266838
-4.231068824483947,-4.472879315966972
-4.212255666917437,-4.475730422096372
-4.192895288080249,-4.468122588655034
-4.134012989356868,-4.450055815642961
-4.127664144174527,-4.421530103060152
-4.139286265838568,-4.382545450906606
-4.179656829304956,-4.3331018591823245
-3.9823137674147646,-4.2731993278873075
-3.925156032481332,-4.202837857021556
-3.8947587595943545,-4.122017446585066
-3.6325769989577945,-4.030738096577841
-3.5239735072320264,-3.928999806999881
-3.327037001189383,-3.8168025778511843
-3.33670440134258,-3.6941464091317515
-3.2891481859932923,-3.561031300841584
-3.146335720752864,-3.4174572529806793
-2.9999837874133237,-3.2634242655490393
-2.9372346273962755,-3.098932338546663
-2.7821829432254823,-2.923981471973551
-2.5772409554476967,-2.7385716658297032
-2.3376168277079943,-2.542702920115119
-2.2683759074187058,-2.3363752348297995
-1.9339623016990088,-2.1195886099737438
-1.7295170631527705,-1.8923430455469523
-1.526361712242181,-1.6546385415494245
-1.3960011078737036,-1.4064750979811613
-1.0396189079760145,-1.1478527148421636
-0.7780650253010052,-0.8787713921324285
-0.5927895348694393,-0.5992311298519573
-0.4556796008331598,-0.30923192800075017
-0.1344983679416438,-0.008773786578807346
0.2581236351404987,0.30214329441387144
0.5042155237681851,0.623519314977286
0.6976719652397732,0.9553542751114368
1.1951925512364874,1.2976481748163236
1.5216467389172674,1.6504010140919458
1.832493296051493,2.013612792938304
2.008290925269113,2.387283511355398
2.7672644541955074,2.771413169343229
2.913103927867315,3.166001766901795
3.4066368905923525,3.5710493040310967
3.9489716879221626,3.986555780731135
4.168581274207421,4.412521197001909
4.423052745149106,4.848945552843418
4.7406104431325105,5.295828848255664
5.3596604031884985,5.753171083238647
5.6290960711813804,6.220972257792363
6.142405797439395,6.699232371916817
6.8016246442245345,7.187951425612005
7.117202442874148,7.687129418877931
7.304439719433859,8.196766351714594
8.210360227521493,8.71686222412199
8.415982781981727,9.247417036100122
8.753042381805521,9.788430787648991
8.932287890260115,10.339903478768596
10.25638547201597,10.901835109458936
10.464688647428906,11.474225679720016
10.75179569792702,12.057075189551824
11.188130584031581,12.650383638954375
11.33863611834421,13.254151027927659
11.740301360660299,13.86837735647168
11.970491052092335,14.493062624586434
12.246557224352069,15.128206832271925
12.554948840831997,15.773809979528155
12.682083991037139,16.429872066355117
12.786454760398376,17.096393092752823
12.895444007495136,17.773373058721255
13.047633375590022,18.460811964260426
13.28666045752774,19.158709809370333
13.394983273740666,19.867066594050975
13.493143992306164,20.585882318302357
13.605401802011093,21.31515698212447
13.702617165151317,22.054890585517324
13.799419206189215,22.80508312848091
13.895848996064018,23.565734611015227
13.991945368329496,24.336845033120284
14.087753412124968,25.118414394796076
14.183321330059634,25.910442696042608
