model_id,rmse,mse,mae,rmsle,mean_residual_deviance
XGBoost_grid_1_AutoML_1_20260318_232424_model_36,3.1133031629406567,9.692656584376298,2.4913071804241627,,9.692656584376298
XGBoost_grid_1_AutoML_1_20260318_232424_model_1,3.115307372194704,9.70514002325067,2.499037996828658,,9.70514002325067
XGBoost_grid_1_AutoML_1_20260318_232424_model_23,3.1229767225688683,9.75298360970699,2.5005283279106605,,9.75298360970699
XGBoost_grid_1_AutoML_1_20260318_232424_model_38,3.124629356058615,9.763308612743277,2.500400272036474,,9.763308612743277
GBM_1_AutoML_1_20260318_232424,3.125327990686108,9.76767504936606,2.4981679501827805,,9.76767504936606
GBM_2_AutoML_1_20260318_232424,3.1294567806606333,9.793499742022814,2.502041181050646,,9.793499742022814
XGBoost_grid_1_AutoML_1_20260318_232424_model_32,3.1331619030070144,9.816703510454536,2.50974690240674,,9.816703510454536
XGBoost_grid_1_AutoML_1_20260318_232424_model_25,3.133863957033969,9.821103301196606,2.5089546206359867,,9.821103301196606
GBM_5_AutoML_1_20260318_232424,3.13387853239841,9.821194655827613,2.509847265983688,,9.821194655827613
DeepLearning_1_AutoML_1_20260318_232424,3.1473081694961063,9.905548713776932,2.5180201199664696,,9.905548713776932
XGBoost_grid_1_AutoML_1_20260318_232424_model_24,3.1569987691054906,9.966641228133582,2.524394872972771,,9.966641228133582
GBM_3_AutoML_1_20260318_232424,3.158350322785235,9.9751767614376,2.5286062708831847,,9.9751767614376
XGBoost_grid_1_AutoML_1_20260318_232424_model_8,3.1788551548810853,10.10512009571405,2.540230550376122,,10.10512009571405
XGBoost_3_AutoML_1_20260318_232424,3.1850413093091,10.144488142005423,2.552745721470023,,10.144488142005423
XGBoost_grid_1_AutoML_1_20260318_232424_model_35,3.1878459426526486,10.162361754086954,2.5524801540650546,,10.162361754086954
XGBoost_grid_1_AutoML_1_20260318_232424_model_19,3.193602394905023,10.1990962567431,2.5511958731517663,,10.1990962567431
XGBoost_grid_1_AutoML_1_20260318_232424_model_18,3.1949285294318948,10.20756830817785,2.5588638674048765,,10.20756830817785
XGBoost_grid_1_AutoML_1_20260318_232424_model_26,3.1969040779524813,10.220195683629203,2.557895093141415,,10.220195683629203
XGBoost_grid_1_AutoML_1_20260318_232424_model_30,3.197857557410305,10.2262929574862,2.554580681028351,,10.2262929574862
GBM_4_AutoML_1_20260318_232424,3.199014367622022,10.233692924252123,2.556888020754658,,10.233692924252123
XGBoost_grid_1_AutoML_1_20260318_232424_model_16,3.1998811200450907,10.239239182421024,2.559894713333447,,10.239239182421024
XGBoost_grid_1_AutoML_1_20260318_232424_model_13,3.205543928859352,10.27551187984705,2.5567834349861487,,10.27551187984705
XGBoost_grid_1_AutoML_1_20260318_232424_model_21,3.2109432686010395,10.310156674174326,2.5665676744786325,,10.310156674174326
XGBoost_grid_1_AutoML_1_20260318_232424_model_37,3.213917688144379,10.32926690616731,2.568230287180061,,10.32926690616731
XGBoost_grid_1_AutoML_1_20260318_232424_model_11,3.214157238114234,10.330806751322118,2.569361237158027,,10.330806751322118
XGBoost_grid_1_AutoML_1_20260318_232424_model_14,3.2302275256970043,10.43436986777059,2.576631604694476,,10.43436986777059
XGBoost_grid_1_AutoML_1_20260318_232424_model_22,3.242072905591424,10.51103672517002,2.594920457030466,,10.51103672517002
XGBoost_grid_1_AutoML_1_20260318_232424_model_31,3.2426575578166097,10.51482803726518,2.597173377405666,,10.51482803726518
XGBoost_grid_1_AutoML_1_20260318_232424_model_39,3.243460187973589,10.520033990969669,2.5895348002283427,,10.520033990969669
XGBoost_grid_1_AutoML_1_20260318_232424_model_40,3.24429578164245,10.525455118782997,2.589620904766588,,10.525455118782997
XRT_1_AutoML_1_20260318_232424,3.258755123325745,10.619484953801788,2.607754538165221,,10.619484953801788
DRF_1_AutoML_1_20260318_232424,3.261224731215524,10.635586747491768,2.6070601242403324,,10.635586747491768
XGBoost_grid_1_AutoML_1_20260318_232424_model_29,3.282514631579627,10.774902306534337,2.631525359123817,,10.774902306534337
XGBoost_grid_1_AutoML_1_20260318_232424_model_5,3.2859772887554035,10.797646742216312,2.629310792779469,,10.797646742216312
XGBoost_grid_1_AutoML_1_20260318_232424_model_12,3.297929782428044,10.876340849825889,2.6279919221119723,,10.876340849825889
XGBoost_grid_1_AutoML_1_20260318_232424_model_4,3.323909731355037,11.048375902196716,2.652065901399136,,11.048375902196716
XGBoost_grid_1_AutoML_1_20260318_232424_model_9,3.336968888398254,11.135361362137877,2.669814046424988,,11.135361362137877
XGBoost_grid_1_AutoML_1_20260318_232424_model_3,3.3418074069912285,11.16767674542144,2.666668803015596,,11.16767674542144
XGBoost_grid_1_AutoML_1_20260318_232424_model_34,3.3419862263441127,11.168871937073762,2.6736799781426552,,11.168871937073762
XGBoost_grid_1_AutoML_1_20260318_232424_model_33,3.3489876649485777,11.215718379977726,2.665443313445442,,11.215718379977726
XGBoost_grid_1_AutoML_1_20260318_232424_model_7,3.3533369197565817,11.24486849740256,2.675268712864729,,11.24486849740256
XGBoost_grid_1_AutoML_1_20260318_232424_model_2,3.3622589567523264,11.304785292261242,2.692045432141365,,11.304785292261242
XGBoost_2_AutoML_1_20260318_232424,3.402644543404665,11.57798988876154,2.713031825107668,,11.57798988876154
XGBoost_grid_1_AutoML_1_20260318_232424_model_10,3.4115537845060584,11.63869922457761,2.725502783954551,,11.63869922457761
GLM_1_AutoML_1_20260318_232424,3.438234094936483,11.8214536915837,2.7416770771139043,,11.8214536915837
XGBoost_grid_1_AutoML_1_20260318_232424_model_41,3.4396272293069203,11.831035476589602,2.743778048690402,,11.831035476589602
XGBoost_grid_1_AutoML_1_20260318_232424_model_15,3.4412153546950166,11.84196311738875,2.7508918882948,,11.84196311738875
XGBoost_1_AutoML_1_20260318_232424,3.4705444582916822,12.044678836979108,2.777837974231341,,12.044678836979108
XGBoost_grid_1_AutoML_1_20260318_232424_model_27,3.475155478636668,12.076705600698446,2.775892659545492,,12.076705600698446
XGBoost_grid_1_AutoML_1_20260318_232424_model_20,3.475460436448788,12.078825245320802,2.7712177296874,,12.078825245320802
XGBoost_grid_1_AutoML_1_20260318_232424_model_28,3.4786002464602395,12.10065967467324,2.7732406802120853,,12.10065967467324
XGBoost_grid_1_AutoML_1_20260318_232424_model_6,3.505884562210776,12.291226563547845,2.8074660321959817,,12.291226563547845
XGBoost_grid_1_AutoML_1_20260318_232424_model_17,3.59611753354112,12.932061315041867,2.864458696255193,,12.932061315041867
