Best model,All models,Rashomon,Best of Family,Best of Family models ∩ Rashomon models
0.533839649303664,0.42955604415867854,0.47037801964524206,0.5422711728872328,0.47580082146842706
0.04159705960624782,0.026575719200425896,0.029028709053565582,0.022441068755448157,0.03217067733099055
0.1353676712570894,0.10007115765391877,0.07441570125047198,0.09145224084741416,0.1347986728616999
0.06870678313442352,0.05969163242035979,0.05454066453436445,0.04395156952458968,0.06168438841266722
0.1900204393788987,0.12919197459885873,0.15468847437849878,0.14375482602833534,0.22997633495311523
0.0024365703858997187,0.0987746716002042,0.044892856942313285,0.08439786410835015,0.06357749689270266
0.21200262397047986,0.39464787842883936,0.2928989274517607,0.2711669982474066,0.24675789757920075
0.006471388990963278,0.08403264578001796,0.046083273430666316,0.06877271288732256,0.04980298145874984
0.30544280722012745,0.4980842394575867,0.34513414204620546,0.6428618030147775,0.34260820929033675
