Best model,All models,Rashomon,Best of Family,Best of Family models ∩ Rashomon models
0.4600574548597589,0.521485096880768,0.4284853056643923,0.6000671579954109,0.42533628888490627
0.01345411897118054,0.027082810171281224,0.013363998212588157,0.016508307875368056,0.01697506307697827
0.07199859739652696,0.05912996037627484,0.06708595939732126,0.0527923610628752,0.07991123682033222
0.05212375912604669,0.1308198185399238,0.06192675877978584,0.21339178820159244,0.05910266161789805
0.06721772423040129,0.04106327053986237,0.0629926598570305,0.03817621494266988,0.07384923011770338
0.032444617382364406,0.033016981571140004,0.03171548100398761,0.034495298813469244,0.033639004413157814
0.2350365106485468,0.17478872686101266,0.15975641587573983,0.14931275783379952,0.1558766286021793
0.026873233000656693,0.02572397845689789,0.025062548376039384,0.02905869822413809,0.02808035773789852
0.24823393398761376,0.1736108425500854,0.17179750503106994,0.15572696700248254,0.1939993309801467
