Best model,All models,Rashomon,Best of Family,Best of Family models ∩ Rashomon models
0.5687716357665091,0.6215785485824629,0.6394830106072891,0.6408458545448522,0.6408458545448522
0.019608148786484758,0.06326294614959527,0.04929233547189238,0.019706674860558104,0.01970667486055855
0.2099724443029098,0.17313711235520382,0.18228368544681547,0.18215089898224313,0.18215089898224313
0.10605080194500431,0.15972541988589956,0.17672714873401246,0.1898676260165711,0.18986762601657123
0.21638502742775312,0.18730673604566475,0.14687340422426093,0.12622417556947965,0.12622417556947968
0.05163096668605253,0.06164321461515391,0.06190772659539349,0.049483453384758715,0.049483453384758715
0.1951414610184788,0.20160733406896297,0.18659728826567912,0.14366492387899626,0.14366492387899624
0.0324104070464708,0.023391203021475793,0.02412576435048175,0.025913460301977498,0.025913460301977942
0.27514851394257445,0.2833005256433335,0.26121255467429927,0.20607177905581073,0.20607177905581076
