Best model,All models,Rashomon,Best of Family,Best of Family models ∩ Rashomon models
0.38763310432989606,0.269123685779811,0.25850412721745,0.386674191594124,0.29557162545075755
0.021867721328832523,0.05345966943425129,0.06387763199315977,0.027338375272076054,0.015093238093877304
0.18223794117416425,0.22527036139617515,0.2162398946650437,0.1824393428895268,0.15132848903454754
0.08613014786580797,0.08813207090227124,0.08989210549646104,0.06713365893288284,0.08388239899580276
0.269992601325842,0.1499402758580409,0.10888163797289226,0.08317623775695154,0.18657292122532224
0.020660875650822155,0.11651748495097079,0.09432844391760259,0.09774501807294989,0.06453693498702842
0.15661025248334273,0.3336991092819309,0.23791120575938549,0.19652898586720485,0.18370572910150698
0.028105304960406363,0.051014352419932296,0.06184472876428865,0.03024972886570987,0.013883141995945814
0.5811406830873306,0.6662456729227327,0.5719169842892027,0.8096037631572522,0.5691159156433148
