mean_pdp,ground_truth_pdp
3.418942991537299,3.4961245691483347
3.4217128667289742,3.498530683611377
3.4244823888672458,3.5009641799769495
3.4272579929832716,3.5034260149115006
3.429584991922043,3.5059172021205334
3.4310629207894023,3.5084388172264442
3.4338746397029967,3.5109920031961637
3.437039883775033,3.5135779763962898
3.439846770986663,3.516198033366721
3.442895036142736,3.518853558419843
3.538984414608481,3.521546032191648
3.546279069659036,3.5242770412947553
3.5494175079960373,3.5270482892519888
3.5881617502494727,3.529861608924483
3.592680897901843,3.5327189766918528
3.596086135241812,3.5356225286961243
3.6022146433937623,3.5385745795288406
3.6115970358538876,3.541577643826086
3.6204936690787926,3.5446344613443697
3.6054635011178204,3.5477480262287435
3.6027397949591644,3.5509216213629684
3.6041087168851775,3.5541588589237874
3.6065971103485617,3.557463728566427
3.611413946222226,3.5608406550734704
3.614210396381195,3.564294567842946
3.617959208177676,3.5678309853303167
3.621076578824814,3.5714561185764624
3.6199435416424253,3.575176999374945
3.619929664477963,3.5790016406489435
3.622152820137618,3.5829392395209965
3.610113062510048,3.587000437846692
3.6128711632841912,3.5911976614323344
3.614946846872427,3.5955455690902767
3.6194389107924514,3.6000616584056684
3.6221694338028954,3.6047671007400974
3.624700500903015,3.609687921354454
3.642089478477164,3.614856716868085
3.6523928764455933,3.620315243269522
3.665713727381784,3.6261184834790727
3.672324223775088,3.6323413818296038
3.6905232607325913,3.639090756056458
3.7024323926322182,3.64652828478976
3.717842243733402,3.654920565430668
3.7029487932922067,3.664769816355841
3.742549395024697,3.677281834572503
3.7380030438821548,3.698342170369561
3.7460645885395323,3.7170426494096347
3.751490652783468,3.721252287817337
3.7543436492757785,3.7251274844413986
3.7534652168243148,3.7287662783740982
3.7611639024827617,3.7321851788231433
3.7671186486431396,3.7353828786697574
3.7716885550452033,3.7383550572109887
3.773966738317681,3.741099319711572
3.7809526449927295,3.7436168734843434
3.785455796498301,3.7459128045635675
3.785884394017131,3.74799568639367
3.787299398909004,3.7498768841104444
3.808950074017897,3.751569761168117
3.8157437434911445,3.7530889098479916
3.816066797210037,3.754449473007972
3.8175546116256647,3.755666588015517
3.820521259113525,3.756754959770625
3.8267561322544834,3.7577285549465946
3.830549013351198,3.7586004016263055
3.8396822227813083,3.759382475335426
3.8478394248655263,3.760085652382893
3.8568958901934614,3.7607197131134895
3.857970302169619,3.761293380228547
3.8644635638260523,3.7618143801255486
3.8627983650406263,3.762289517878983
3.871019893742789,3.762724758841836
3.884015094063006,3.7631253118153807
4.030372325638762,3.7634957103106514
4.044203614695387,3.7638398896432124
4.0508035541695895,3.7641612585152995
4.033018501855739,3.764462764402218
3.9850166805398564,3.764746952525534
3.988459385152308,3.765016018510323
3.9898651146897217,3.765271855025542
3.939275464467517,3.7655160928263016
3.9422973612162564,3.7657501366780677
3.9449243074854543,3.765975196663855
3.947549947404827,3.7661923153696852
3.9501592837946005,3.7664023914208467
3.9527513102157457,3.766606199808723
3.952208480292556,3.7668044094101933
3.9547652085175975,3.7669975980620554
3.9573105815832457,3.767186265513825
3.9598444838777764,3.76737084454501
3.962368786809327,3.7675517104982847
3.9648774551461186,3.767729189448356
3.967371132117612,3.7679035651978077
3.969856141232456,3.768075085265799
3.9723291846176965,3.7682439660130447
3.9747923549514654,3.7684103970267744
3.977245979901421,3.7685745448721697
3.9796932528156077,3.7687365563017536
3.982132403530591,3.768896561001274
3.9845633576047503,3.76905467393936
