mean_pdp,ground_truth_pdp
1.07956492835357,0.3370300031918604
1.0807142770576206,0.4065268946598358
1.0818703792848476,0.47602378612781165
1.0806653273990572,0.5455206775957872
1.081834718770955,0.6150175690637626
1.0830095340118844,0.684514460531738
1.0859166743909088,0.7540113519997139
1.0861478329278953,0.8235082434676894
1.0881847371739666,0.8930051349356652
1.111227764498068,0.9625020264036408
1.219043112665782,1.0319989178716165
1.2191088608373668,1.101495809339592
1.2825790339279826,1.1709927008075673
1.2824004449912456,1.2404895922755432
1.3985723143686044,1.3099864837435187
1.5538904605437598,1.3794833752114943
1.5500246105328142,1.4489802666794702
1.572261747791195,1.5184771581474454
1.582048254180182,1.5879740496154209
1.7295986608930487,1.657470941083397
1.797392482359511,1.7269678325513724
1.8158859686809778,1.796464724019348
1.9825559598767726,1.8659616154873235
2.008638902627354,1.9354585069552992
2.0354402623763663,2.004955398423275
2.1033436150877987,2.07445228989125
2.1588805187862365,2.1439491813592255
2.2448273121820805,2.213446072827202
2.300208351990567,2.2829429642951773
2.3372360011351985,2.3524398557631523
2.3530235966857567,2.4219367472311286
2.3725732082552944,2.491433638699104
2.52493002701341,2.560930530167079
2.570722384281878,2.6304274216350554
2.712467546522113,2.6999243131030313
2.7620746131349017,2.7694212045710063
2.809087422124159,2.838918096038982
2.9112774469289913,2.9084149875069576
2.918967532717366,2.9779118789749335
2.9645934925683606,3.047408770442909
3.137081972625969,3.1169056619108844
3.1887628732566817,3.1864025533788602
3.247540992102719,3.2558994448468357
3.2859321233146788,3.325396336314811
3.342839836259529,3.3948932277827866
3.3607450341149856,3.464390119250762
3.451646588187661,3.533887010718738
3.6214362535173765,3.6033839021867133
3.679766499264332,3.6728807936546897
3.684982490798927,3.7423776851226647
3.7512806013499613,3.81187457659064
4.020854277416403,3.8813714680586155
4.030671690169709,3.950868359526592
4.061338962605476,4.020365250994567
4.104650387817759,4.089862142462543
4.1446571614512395,4.159359033930518
4.23059562018313,4.228855925398494
4.247267946442322,4.29835281686647
4.389773666807262,4.367849708334445
4.400765619251384,4.437346599802422
4.499620379032372,4.506843491270396
4.502170227482799,4.576340382738372
4.5572345842194375,4.645837274206348
4.7817949748635336,4.715334165674323
4.821826716660227,4.784831057142299
4.878079260746645,4.854327948610275
4.915424350758322,4.923824840078249
5.083027214613989,4.993321731546225
5.087489752902421,5.062818623014201
5.105833793106445,5.132315514482176
5.13942644391949,5.201812405950153
5.307880532095695,5.271309297418127
5.308502204790467,5.340806188886103
5.312734288135835,5.410303080354079
5.31897760951597,5.479799971822054
5.484913255896191,5.549296863290031
5.5207768927163094,5.6187937547580065
5.689648643483454,5.6882906462259815
5.964529263972267,5.757787537693957
5.984391346880166,5.827284429161934
5.984380919212062,5.896781320629907
6.009755860616337,5.966278212097884
6.03059949498454,6.03577510356586
6.108705037861984,6.105271995033834
6.296652552984008,6.174768886501811
6.298967652637047,6.244265777969786
6.307062288691512,6.313762669437762
6.30829332685559,6.383259560905738
6.309602937649577,6.452756452373713
6.311725139076825,6.5222533438416885
6.312922819653075,6.591750235309664
6.314117037093115,6.6612471267776385
6.315306856045769,6.730744018245615
6.315822861993898,6.800240909713591
6.317002084280943,6.869737801181565
6.318176271044671,6.939234692649543
6.319345153529228,7.008731584117518
6.320508056560943,7.078228475585493
6.321665178348122,7.147725367053469
6.322817580308899,7.217222258521445
