mean_pdp,ground_truth_pdp
1.1730144971988978,0.3370300031918604
1.1829428032209823,0.4065268946598358
1.1930889818862371,0.47602378612781165
1.2031441726100345,0.5455206775957872
1.2135149123535187,0.6150175690637626
1.221876248120605,0.684514460531738
1.225416586231333,0.7540113519997139
1.2461907665147012,0.8235082434676894
1.3385443608537977,0.8930051349356652
1.3441394786610639,0.9625020264036408
1.3721302445741765,1.0319989178716165
1.3817654574426728,1.101495809339592
1.4830085635270243,1.1709927008075673
1.5132744198141994,1.2404895922755432
1.7084685458968858,1.3099864837435187
1.7108841766996572,1.3794833752114943
1.6907627539978374,1.4489802666794702
1.685421848008833,1.5184771581474454
1.7419851399859276,1.5879740496154209
1.758911605388653,1.657470941083397
1.8062015172899193,1.7269678325513724
1.8636111459360598,1.796464724019348
1.8546808565592452,1.8659616154873235
1.8196099387361866,1.9354585069552992
1.8584410859846123,2.004955398423275
1.8746484876666858,2.07445228989125
1.9553300335759558,2.1439491813592255
1.9721848758352603,2.213446072827202
2.0106536960466954,2.2829429642951773
2.1034003717299945,2.3524398557631523
2.224219999286876,2.4219367472311286
2.4937213753885423,2.491433638699104
2.616604440919393,2.560930530167079
2.607558176437145,2.6304274216350554
2.6194384765771663,2.6999243131030313
2.7591769696734136,2.7694212045710063
2.81990214728151,2.838918096038982
2.9436595753920107,2.9084149875069576
2.993063543049185,2.9779118789749335
3.034774541739931,3.047408770442909
3.103715431752074,3.1169056619108844
3.1621331756797,3.1864025533788602
3.316622435570873,3.2558994448468357
3.4051760864503757,3.325396336314811
3.4280025891962316,3.3948932277827866
3.425571985878735,3.464390119250762
3.589917739943508,3.533887010718738
3.614673741790851,3.6033839021867133
3.7032063742298487,3.6728807936546897
3.7426634950671516,3.7423776851226647
3.8341035035159496,3.81187457659064
3.8805069094146987,3.8813714680586155
3.9751378907615913,3.950868359526592
4.043377283976194,4.020365250994567
4.057603725946194,4.089862142462543
4.089126574713404,4.159359033930518
4.156906787994331,4.228855925398494
4.210490106977418,4.29835281686647
4.340540352440053,4.367849708334445
4.487946300661491,4.437346599802422
4.479479241324881,4.506843491270396
4.526281340725952,4.576340382738372
4.557323833561252,4.645837274206348
4.557693266420814,4.715334165674323
4.71094694394277,4.784831057142299
4.722362218818377,4.854327948610275
4.795797604005855,4.923824840078249
5.017038027858362,4.993321731546225
5.030314719333583,5.062818623014201
5.000272233012202,5.132315514482176
5.112454195697325,5.201812405950153
5.288363126161988,5.271309297418127
5.215670355473667,5.340806188886103
5.268870618049987,5.410303080354079
5.404836465987207,5.479799971822054
5.420170844661443,5.549296863290031
5.434893057574029,5.6187937547580065
5.524385020637791,5.6882906462259815
5.629502442021005,5.757787537693957
5.666108022194345,5.827284429161934
5.664334359950174,5.896781320629907
5.6792316495816975,5.966278212097884
5.929850031820152,6.03577510356586
5.961947725713116,6.105271995033834
5.971706887444959,6.174768886501811
5.957790581742305,6.244265777969786
5.917610140504119,6.313762669437762
5.91265336435499,6.383259560905738
5.9264601573963525,6.452756452373713
5.949741191069243,6.5222533438416885
6.092594951226081,6.591750235309664
6.127234347495035,6.6612471267776385
6.148601226464392,6.730744018245615
6.158108503546681,6.800240909713591
6.167579955422558,6.869737801181565
6.177016848573027,6.939234692649543
6.186419675606691,7.008731584117518
6.195789918308237,7.078228475585493
6.2051272802604736,7.147725367053469
6.214437584085888,7.217222258521445
